raw_brand,raw_variant,raw_plan_name,raw_campaign_name,market,concatenate_for_plans,concatenate_for_budgets,category,subcategory,brand_clean,brand_type,variant,status,notes,added_by,added_at
Carlsberg,Brand Range,MY-CARLSBERG ECOMM-2024-01-Campaign-CARLSBERG CNY 2024 CPAS CAMPAIGN-MY04-CREC2300747,CARLSBERG CNY 2024 CPAS CAMPAIGN,Malaysia,Carlsberg_Brand Range_MY-CARLSBERG ECOMM-2024-01-Campaign-CARLSBERG CNY 2024 CPAS CAMPAIGN-MY04-CREC2300747_CARLSBERG CNY 2024 CPAS CAMPAIGN_Malaysia,Malaysia_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,MY-CARLSBERG ECOMM-2024-01-Campaign-GRAB x JAYA GROCER EXCLUSIVE CNY 2024-MY04-CRSB2300731,CARLSBERG - GRAB x JAYA GROCER EXCLUSIVE CNY 2024,Malaysia,Carlsberg_Brand Range_MY-CARLSBERG ECOMM-2024-01-Campaign-GRAB x JAYA GROCER EXCLUSIVE CNY 2024-MY04-CRSB2300731_CARLSBERG - GRAB x JAYA GROCER EXCLUSIVE CNY 2024_Malaysia,Malaysia_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,MY-CARLSBERG-11-CAMPAIGN-99SM PROMO-MY04-CRSB2400710,LOOK EAST (99 SPEEDMART PROMO),Malaysia,Carlsberg_Brand Range_MY-CARLSBERG-11-CAMPAIGN-99SM PROMO-MY04-CRSB2400710_LOOK EAST (99 SPEEDMART PROMO)_Malaysia,Malaysia_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,MY-CARLSBERG-2024-09-CAMPAIGN-LOOK EAST EXPLORATION (TT&YT)-MY04-CRSB2400715,LOOK EAST (LOCAL HEROES EXPLORATION),Malaysia,Carlsberg_Brand Range_MY-CARLSBERG-2024-09-CAMPAIGN-LOOK EAST EXPLORATION (TT&YT)-MY04-CRSB2400715_LOOK EAST (LOCAL HEROES EXPLORATION)_Malaysia,Malaysia_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,MY-Carlsberg-E-COMM-2024-10-Campaign-GRAB- GRAB OFFICIAL STORE AO-MY04-ECOM2400704,GRAB OFFICIAL STORE - ALWAYS ON (GOS),Malaysia,Carlsberg_Brand Range_MY-Carlsberg-E-COMM-2024-10-Campaign-GRAB- GRAB OFFICIAL STORE AO-MY04-ECOM2400704_GRAB OFFICIAL STORE - ALWAYS ON (GOS)_Malaysia,Malaysia_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,MY-CBG-2024-01-Campaign-CarlsbergCNY24',CNY2024,Malaysia,Carlsberg_Brand Range_MY-CBG-2024-01-Campaign-CarlsbergCNY24'_CNY2024_Malaysia,Malaysia_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg -2024-06-Campaign-Paid Social Konkurs Za pasj_ kibiców,Carlsberg Konkurs Za pasj_ kibiców,Poland,Carlsberg_Brand Range_PL-Carlsberg -2024-06-Campaign-Paid Social Konkurs Za pasj_ kibiców_Carlsberg Konkurs Za pasj_ kibiców_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2024-06-Campaign-Online aktywacja sportowa 06-07,Carlsberg aktywacja sportowa 06-07,Poland,Carlsberg_Brand Range_PL-Carlsberg-2024-06-Campaign-Online aktywacja sportowa 06-07_Carlsberg aktywacja sportowa 06-07_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2024-10-Campaign-Carlsberg CSR DOOH,CSR campaign,Poland,Carlsberg_Brand Range_PL-Carlsberg-2024-10-Campaign-Carlsberg CSR DOOH_CSR campaign_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2024-10-Campaign-Carlsberg CSR online,Kampania CSR,Poland,Carlsberg_Brand Range_PL-Carlsberg-2024-10-Campaign-Carlsberg CSR online_Kampania CSR_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Digital,Carlsberg Equity Digital,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Digital_Carlsberg Equity Digital_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Paid Social,Carlsberg Equity Paid Social 06-09,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Paid Social_Carlsberg Equity Paid Social 06-09_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg Equity YouTube,Carlsberg Equity YouTube 06-08,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg Equity YouTube_Carlsberg Equity YouTube 06-08_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg Letnie Brzmienia Paid Social,Carlsberg Letnie Brzmienia Paid Social 06-08,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg Letnie Brzmienia Paid Social_Carlsberg Letnie Brzmienia Paid Social 06-08_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg TV Campaign,Carlsberg TV Campaign 06,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg TV Campaign_Carlsberg TV Campaign 06_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg TV Campaign,Carlsberg VOD 06,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg TV Campaign_Carlsberg VOD 06_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Carlsberg VOD 06,Carlsberg VOD 06,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Carlsberg VOD 06_Carlsberg VOD 06_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-06-Campaign-Letnie Brzmienia OOH,Carlsberg Letnie Brzemienie OOH,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-06-Campaign-Letnie Brzmienia OOH_Carlsberg Letnie Brzemienie OOH_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-07-Campaign-Carlsberg TV Campaign,Carlsberg TV Campaign 07,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-07-Campaign-Carlsberg TV Campaign_Carlsberg TV Campaign 07_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-07-Campaign-Carlsberg TV Campaign,Carlsberg VOD 07,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-07-Campaign-Carlsberg TV Campaign_Carlsberg VOD 07_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-07-Campaign-Carlsberg VOD 07,Carlsberg VOD 07,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-07-Campaign-Carlsberg VOD 07_Carlsberg VOD 07_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-08-Campaign-Carlsberg TV Campaign,Carlsberg TV Campaign 08,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-08-Campaign-Carlsberg TV Campaign_Carlsberg TV Campaign 08_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-08-Campaign-Carlsberg TV Campaign,Carlsberg VOD 08,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-08-Campaign-Carlsberg TV Campaign_Carlsberg VOD 08_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,PL-Carlsberg-2025-08-Campaign-Carlsberg VOD 08,Carlsberg VOD 08,Poland,Carlsberg_Brand Range_PL-Carlsberg-2025-08-Campaign-Carlsberg VOD 08_Carlsberg VOD 08_Poland,Poland_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Carlsberg Dam European Championship w 25-30,Sweden,Carlsberg_Brand Range_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg Dam European Championship w 25-30_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Carlsberg EM bible,Sweden,Carlsberg_Brand Range_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg EM bible_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Carlsberg Fotboll EM,Sweden,Carlsberg_Brand Range_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg Fotboll EM_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-01-Campaign-SEM,SEM,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-01-Campaign-SEM_SEM_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-02-Campaign-Football,Football,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-02-Campaign-Football_Football_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-02-Campaign-Ny förbundskapten,Ny Förbundskapten,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-02-Campaign-Ny förbundskapten_Ny Förbundskapten_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-08-Campaign-Masterbrand 1,Masterbrand 1,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-08-Campaign-Masterbrand 1_Masterbrand 1_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-10-Campaign-Female leadership,Female leadership,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-10-Campaign-Female leadership_Female leadership_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-10-Campaign-Masterbrand 2,Masterbrand 2,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-10-Campaign-Masterbrand 2_Masterbrand 2_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2024-11-Campaign-Tactical,Tactical,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2024-11-Campaign-Tactical_Tactical_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2025-02-Campaign-Football National Team matches,Carlsberg Landslagsmatcher,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2025-02-Campaign-Football National Team matches_Carlsberg Landslagsmatcher_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SE-Carlsberg-2025-02-Campaign-Football National Team matches,SvFF Fotboll,Sweden,Carlsberg_Brand Range_SE-Carlsberg-2025-02-Campaign-Football National Team matches_SvFF Fotboll_Sweden,Sweden_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2024-01-Campaign-Carlsberg CNY 2024,Carlsberg CNY 2024,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2024-01-Campaign-Carlsberg CNY 2024_Carlsberg CNY 2024_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2024-04-Campaign-Carlsberg Football Promo Campaign,Carlsberg Football Promo Campaign,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2024-04-Campaign-Carlsberg Football Promo Campaign_Carlsberg Football Promo Campaign_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2024-07-Campaign-Carlsberg x BB Top Spender,Carlsberg x BB Top Spender,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2024-07-Campaign-Carlsberg x BB Top Spender_Carlsberg x BB Top Spender_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2024-08-Campaign-Carlsberg x VIU Waterbomb Festival 2024,Carlsberg x VIU Waterbomb Festival 2024,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2024-08-Campaign-Carlsberg x VIU Waterbomb Festival 2024_Carlsberg x VIU Waterbomb Festival 2024_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2024-12-Campaign-UTT CNY 2025 promo,UTT CNY 2025,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2024-12-Campaign-UTT CNY 2025 promo_UTT CNY 2025_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-03-3.3 Shopee Campaign,Sneakercon,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-03-3.3 Shopee Campaign_Sneakercon_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-04-Campaign-Ecomm Apr-May Campaign,Carlsberg Ecomm Apr-May Campaign,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-04-Campaign-Ecomm Apr-May Campaign_Carlsberg Ecomm Apr-May Campaign_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-05-Campaign-Carlsberg Retro Cool GWP Campaign,Retro Cool GWP Campaign,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-05-Campaign-Carlsberg Retro Cool GWP Campaign_Retro Cool GWP Campaign_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-06-Campaign-7E Lucky Draw,Carlsberg 7E Lucky Draw,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-06-Campaign-7E Lucky Draw_Carlsberg 7E Lucky Draw_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-06-Campaign-Carlsberg Ecomm LFC Top Spender,Carlsberg Ecomm LFC Top Spender,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-06-Campaign-Carlsberg Ecomm LFC Top Spender_Carlsberg Ecomm LFC Top Spender_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-06-Campaign-Carlsberg Special Brew GWP Campaign,Special Brew GWP,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-06-Campaign-Carlsberg Special Brew GWP Campaign_Special Brew GWP_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,SG-Carlsberg-2025-07-Campaign-July Social Boosting,July-Social-Boosting,Singapore,Carlsberg_Brand Range_SG-Carlsberg-2025-07-Campaign-July Social Boosting_July-Social-Boosting_Singapore,Singapore_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-05-09-Campaign-SMM,Carlsberg SMM August,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-05-09-Campaign-SMM_Carlsberg SMM August_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-05-09-Campaign-SMM,Carlsberg SMM July,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-05-09-Campaign-SMM_Carlsberg SMM July_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-05-09-Campaign-SMM,Carlsberg SMM June,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-05-09-Campaign-SMM_Carlsberg SMM June_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-05-09-Campaign-SMM,Carlsberg SMM May,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-05-09-Campaign-SMM_Carlsberg SMM May_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-05-09-Campaign-SMM,Carlsberg SMM November,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-05-09-Campaign-SMM_Carlsberg SMM November_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-05-09-Campaign-SMM,Carlsberg SMM September,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-05-09-Campaign-SMM_Carlsberg SMM September_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UA-Carlsberg-2024-08-Campaign-Flight 2,Carlsberg,Ukraine,Carlsberg_Brand Range_UA-Carlsberg-2024-08-Campaign-Flight 2_Carlsberg_Ukraine,Ukraine_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UK-Carlsberg-2024-05-Campaign-Social,UK_Carl_BER_PRB_BER_May_2024_GlobalCuriosityCreativeLaunch_NA_AWR_LOC_PSo_MT_NA,United Kingdom,Carlsberg_Brand Range_UK-Carlsberg-2024-05-Campaign-Social_UK_Carl_BER_PRB_BER_May_2024_GlobalCuriosityCreativeLaunch_NA_AWR_LOC_PSo_MT_NA_United Kingdom,United Kingdom_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UK-Carlsberg-2024-05-Campaign-Social,UK_Carl_BER_PRB_BER_May_2024_GlobalCuriosityCreativeLaunch_NA_AWR_LOC_SOC_SNP_NA,United Kingdom,Carlsberg_Brand Range_UK-Carlsberg-2024-05-Campaign-Social_UK_Carl_BER_PRB_BER_May_2024_GlobalCuriosityCreativeLaunch_NA_AWR_LOC_SOC_SNP_NA_United Kingdom,United Kingdom_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UK-Carlsberg-2024-06-Campaign-OOH,Carlsberg H1,United Kingdom,Carlsberg_Brand Range_UK-Carlsberg-2024-06-Campaign-OOH_Carlsberg H1_United Kingdom,United Kingdom_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UK-Carlsberg-2024-06-Campaign-Social/Adimo,Adimo,United Kingdom,Carlsberg_Brand Range_UK-Carlsberg-2024-06-Campaign-Social/Adimo_Adimo_United Kingdom,United Kingdom_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,UK-Carlsberg-2024-06-Campaign-Social/Adimo,UK_Carl_BER_PRB_BER_Jun_2024_EurosBeerHats_NA_AWR_LOC_PSo_MT_NA,United Kingdom,Carlsberg_Brand Range_UK-Carlsberg-2024-06-Campaign-Social/Adimo_UK_Carl_BER_PRB_BER_Jun_2024_EurosBeerHats_NA_AWR_LOC_PSo_MT_NA_United Kingdom,United Kingdom_Carlsberg,Beer ,Core Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2024-07-Campaign-Thematic CB,Carlsberg_FTE Fee,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2024-07-Campaign-Thematic CB_Carlsberg_FTE Fee_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2024-07-Campaign-Thematic CB,Carlsberg_Planning Fee,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2024-07-Campaign-Thematic CB_Carlsberg_Planning Fee_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2024-07-Campaign-Thematic CB,Carlsberg_Thematic,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2024-07-Campaign-Thematic CB_Carlsberg_Thematic_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2025-01-Campaign- FY Concept Plan,Carlsberg_Festive,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2025-01-Campaign- FY Concept Plan_Carlsberg_Festive_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2025-01-Campaign- FY Concept Plan,Carlsberg_FY,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2025-01-Campaign- FY Concept Plan_Carlsberg_FY_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2025-01-Campaign- FY Concept Plan,Carlsberg_Summer,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2025-01-Campaign- FY Concept Plan_Carlsberg_Summer_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Brand Range,VN-Carlsberg-2025-01-Campaign- FY Concept Plan,Carlsberg_Summer UTC,Vietnam,Carlsberg_Brand Range_VN-Carlsberg-2025-01-Campaign- FY Concept Plan_Carlsberg_Summer UTC_Vietnam,Vietnam_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Brand range,,new market and variant,dentsu,
Carlsberg,Danish Pilsner,KH-Carlsberg-2024-10-Campaign-Celebrate Drink Responsibility,Celebrate Drink Responsibility,Cambodia,Carlsberg_Danish Pilsner_KH-Carlsberg-2024-10-Campaign-Celebrate Drink Responsibility_Celebrate Drink Responsibility_Cambodia,Cambodia_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Pilsner,,cleaned variant,dentsu,
Carlsberg,Elephant,DE-Carlsberg-2024-04-Campaign-Carlsberg_Digital_2024_XY & ATV,Carlsberg_Digital_2024_XY & ATV,Germany,Carlsberg_Elephant_DE-Carlsberg-2024-04-Campaign-Carlsberg_Digital_2024_XY & ATV_Carlsberg_Digital_2024_XY & ATV_Germany,Germany_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Elephant,,,carlsberg,January 06 2025
Carlsberg,Elephant,DE-Carlsberg-2024-06-Campaign-Carlsberg_Blanc_Digital_2024_Social,Carlsberg_Blanc_Digital_2024_Social,Germany,Carlsberg_Elephant_DE-Carlsberg-2024-06-Campaign-Carlsberg_Blanc_Digital_2024_Social_Carlsberg_Blanc_Digital_2024_Social_Germany,Germany_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Elephant,,,carlsberg,January 06 2025
Carlsberg,Elephant,DE-Carlsberg-2024-08-Campaign-Carlsberg_Digital_2024_XY_2. Flight,DE-2024-08-Carlsberg_Digital_2024_XY_2. Flight,Germany,Carlsberg_Elephant_DE-Carlsberg-2024-08-Campaign-Carlsberg_Digital_2024_XY_2. Flight_DE-2024-08-Carlsberg_Digital_2024_XY_2. Flight_Germany,Germany_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Elephant,,,carlsberg,January 06 2025
Carlsberg,Elephant,DE-Carlsberg-2024-08-OOH Campaign-Awareness - Flight 2,DE-Carlsberg-2024-08-OOH Campaign-Awareness - Flight 2,Germany,Carlsberg_Elephant_DE-Carlsberg-2024-08-OOH Campaign-Awareness - Flight 2_DE-Carlsberg-2024-08-OOH Campaign-Awareness - Flight 2_Germany,Germany_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Elephant,,,carlsberg,January 06 2025
Carlsberg,Elephant,DE-Carlsberg-2024-09-Campaign-Carlsberg_Podcast_2. Flight,DE-2024-09-Campaign-Carlsberg_Carlsberg_Podcast_2. Flight,Germany,Carlsberg_Elephant_DE-Carlsberg-2024-09-Campaign-Carlsberg_Podcast_2. Flight_DE-2024-09-Campaign-Carlsberg_Carlsberg_Podcast_2. Flight_Germany,Germany_Carlsberg,Beer ,Premium Beer,Carlsberg,IPB,Elephant,,,carlsberg,January 06 2025
