raw_campaign,raw_plan_name,market,brand,concatenate,campaign_clean,campaign_type,campaign_subtype,source_of_truth,status,notes,added_by,added_at
CALENDARMAY,GR-FIX-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDARMAY_GR-FIX-2025-01-Campaign-Digital Activations_Fix_Greece,Calendarmay,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CALENDARNOVEMBER,GR-FIX ANEF-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDARNOVEMBER_GR-FIX ANEF-2025-01-Campaign-Digital Activations_Fix_Greece,Calendarnovember,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CALENDARNOVEMBER,GR-FIX-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDARNOVEMBER_GR-FIX-2025-01-Campaign-Digital Activations_Fix_Greece,Calendarnovember,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CALENDAROCTOBER,GR-FIX ANEF-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDAROCTOBER_GR-FIX ANEF-2025-01-Campaign-Digital Activations_Fix_Greece,Calendaroctober,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CALENDAROCTOBER,GR-FIX-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDAROCTOBER_GR-FIX-2025-01-Campaign-Digital Activations_Fix_Greece,Calendaroctober,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CALENDARSEPTEMBER,GR-FIX ANEF-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDARSEPTEMBER_GR-FIX ANEF-2025-01-Campaign-Digital Activations_Fix_Greece,Calendarseptember,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CALENDARSEPTEMBER,GR-FIX-2025-01-Campaign-Digital Activations,Greece,Fix,CALENDARSEPTEMBER_GR-FIX-2025-01-Campaign-Digital Activations_Fix_Greece,Calendarseptember,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Camilla Cabello,DK-Bacardi-2024-06-Campaign-Camilla Cabello,Denmark,Bacardi,Camilla Cabello_DK-Bacardi-2024-06-Campaign-Camilla Cabello_Bacardi_Denmark,Camilla cabello,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Campaign-Kasztelan Paid Social Konkurs April 2025,PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Konkurs April 2025,Poland,Kasztelan,Campaign-Kasztelan Paid Social Konkurs April 2025_PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Konkurs April 2025_Kasztelan_Poland,Campaign-Kasztelan Paid Social Konkurs April 2025,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Carlberg May-Jun24 VOD,UK-Carlsberg-2024-05-Campaign-VOD,United Kingdom,Carlsberg,Carlberg May-Jun24 VOD_UK-Carlsberg-2024-05-Campaign-VOD_Carlsberg_United Kingdom,Carlberg may jun24 vod,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Carlsberg,GR-Carlsberg-2024-04-Campaign-Carlsberg TV Campaigns,Greece,Carlsberg,Carlsberg_GR-Carlsberg-2024-04-Campaign-Carlsberg TV Campaigns_Carlsberg_Greece,Carlsberg,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg,UA-Carlsberg-2024-08-Campaign-Flight 2,Ukraine,Carlsberg,Carlsberg_UA-Carlsberg-2024-08-Campaign-Flight 2_Carlsberg_Ukraine,Carlsberg,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg - Always On,IN-Carlsberg-2024-02-Campaign-Carlsberg-Always On-Feb-April'24,India,Carlsberg,Carlsberg - Always On_IN-Carlsberg-2024-02-Campaign-Carlsberg-Always On-Feb-April'24_Carlsberg_India,Carlsberg always on,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg - Curiosity,IN-Carlsberg-2024-07-Campaign-Carlsberg-Curiosity,India,Carlsberg,Carlsberg - Curiosity_IN-Carlsberg-2024-07-Campaign-Carlsberg-Curiosity_Carlsberg_India,Carlsberg curiosity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
CARLSBERG - GRAB x JAYA GROCER EXCLUSIVE CNY 2024,MY-CARLSBERG ECOMM-2024-01-Campaign-GRAB x JAYA GROCER EXCLUSIVE CNY 2024-MY04-CRSB2300731,Malaysia,Carlsberg,CARLSBERG - GRAB x JAYA GROCER EXCLUSIVE CNY 2024_MY-CARLSBERG ECOMM-2024-01-Campaign-GRAB x JAYA GROCER EXCLUSIVE CNY 2024-MY04-CRSB2300731_Carlsberg_Malaysia,Carlsberg grab x jaya grocer exclusive cny 2024,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Carlsberg 0,UA-Carlsberg-2025-04-Campaign-Carlsberg 0,Ukraine,Carlsberg,Carlsberg 0_UA-Carlsberg-2025-04-Campaign-Carlsberg 0_Carlsberg_Ukraine,Carlsberg 0,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg 0,UA-Carlsberg-2025-05-Campaign-Carlsberg 0,Ukraine,Carlsberg,Carlsberg 0_UA-Carlsberg-2025-05-Campaign-Carlsberg 0_Carlsberg_Ukraine,Carlsberg 0,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg 0 Kyiv Marathon,UA-Carlsberg-2024-10-Campaign-Kyiv-Marathon,Ukraine,Carlsberg,Carlsberg 0 Kyiv Marathon_UA-Carlsberg-2024-10-Campaign-Kyiv-Marathon_Carlsberg_Ukraine,Carlsberg 0 kyiv marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg 0.0,SA-Carlsberg-2024-10-Campaign-Carlsberg 0.0,Saudi Arabia,Carlsberg,Carlsberg 0.0_SA-Carlsberg-2024-10-Campaign-Carlsberg 0.0_Carlsberg_Saudi Arabia,Carlsberg 0.0,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Carlsberg 0.0 Social Campaign,SA-Carlsberg-2025-05-Campaign-Carlsberg 0.0 Social Campaign,Saudi Arabia,Carlsberg,Carlsberg 0.0 Social Campaign_SA-Carlsberg-2025-05-Campaign-Carlsberg 0.0 Social Campaign_Carlsberg_Saudi Arabia,Carlsberg 0.0 social,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg 0.0% Summer,BE-Carlsberg-2025-06-Campaign-Carlsberg 0.0% Summer,Belgium,Carlsberg,Carlsberg 0.0% Summer_BE-Carlsberg-2025-06-Campaign-Carlsberg 0.0% Summer_Carlsberg_Belgium,Carlsberg 0.0 summer,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Carlsberg 1664,SE-1664-2024-01-Campaign-1664 2024 Activity,Sweden,1664 Blanc,Carlsberg 1664_SE-1664-2024-01-Campaign-1664 2024 Activity_1664 Blanc_Sweden,Carlsberg 1664,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Carlsberg 2025,UK-Carlsberg-2025-00-Campaign-Implementation 1,United Kingdom,Carlsberg,Carlsberg 2025_UK-Carlsberg-2025-00-Campaign-Implementation 1_Carlsberg_United Kingdom,Carlsberg 2025,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg 2025  Fare Game Social + YouTube,DE-Carlsberg-2025-06-Campaign-Carlsberg 2025 Fare Game Social + YouTube,Germany,Carlsberg,Carlsberg 2025  Fare Game Social + YouTube_DE-Carlsberg-2025-06-Campaign-Carlsberg 2025 Fare Game Social + YouTube_Carlsberg_Germany,Fare Game,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg 2025 Burst 2 Campaign,CN-Carlsberg-2025-6-Campaign-Equity Campaign-B2,China,Carlsberg,Carlsberg 2025 Burst 2 Campaign_CN-Carlsberg-2025-6-Campaign-Equity Campaign-B2_Carlsberg_China,Equity B2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg 2025 Burst 3 Campaign,CN-Carlsberg-2025-9-Campaign-Equity Campaign-B3,China,Carlsberg,Carlsberg 2025 Burst 3 Campaign_CN-Carlsberg-2025-9-Campaign-Equity Campaign-B3_Carlsberg_China,Equity B3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg 2025_Fare Game ATV,DE-Carlsberg-2025-06-Campaign-Carlsberg 2025_Fare Game ATV,Germany,Carlsberg,Carlsberg 2025_Fare Game ATV_DE-Carlsberg-2025-06-Campaign-Carlsberg 2025_Fare Game ATV_Carlsberg_Germany,Fare Game,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
"Carlsberg 2025_Fare Game CTV, Channel Plus Video","DE-Carlsberg-2025-06-Campaign-Carlsberg 2025_Fare Game CTV, Channel Plus Video",Germany,Carlsberg,"Carlsberg 2025_Fare Game CTV, Channel Plus Video_DE-Carlsberg-2025-06-Campaign-Carlsberg 2025_Fare Game CTV, Channel Plus Video_Carlsberg_Germany",Fare Game,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg 2525-2531,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Sweden,Carlsberg,Carlsberg 2525-2531_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg_Sweden,Dam European Championsihp,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg 7E Lucky Draw,SG-Carlsberg-2025-06-Campaign-7E Lucky Draw,Singapore,Carlsberg,Carlsberg 7E Lucky Draw_SG-Carlsberg-2025-06-Campaign-7E Lucky Draw_Carlsberg_Singapore,7E Lucky Draw,Tactical,Contest,iProspect Carlsberg Global Team,,,,
Carlsberg Airport March-April'25,IN-carlsberg-2025-03-Campaign-Carlsberg Airport,India,Carlsberg,Carlsberg Airport March-April'25_IN-carlsberg-2025-03-Campaign-Carlsberg Airport_Carlsberg_India,Airport March-April'25,Tactical,Other,iProspect Carlsberg Global Team,,,,
Carlsberg aktywacja sportowa 06-07,PL-Carlsberg-2024-06-Campaign-Online aktywacja sportowa 06-07,Poland,Carlsberg,Carlsberg aktywacja sportowa 06-07_PL-Carlsberg-2024-06-Campaign-Online aktywacja sportowa 06-07_Carlsberg_Poland,Carlsberg aktywacja sportowa 06 07,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg Always on,HU-Carlsberg-2024-00-Campaign-All mediatypes,Hungary,Carlsberg,Carlsberg Always on_HU-Carlsberg-2024-00-Campaign-All mediatypes_Carlsberg_Hungary,Carlsberg always on,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg Always on Social Promotions,IN-Carlsberg-2024-02-Campaign-Carlsberg Always on Social Promotions(AMJ),India,Carlsberg,Carlsberg Always on Social Promotions_IN-Carlsberg-2024-02-Campaign-Carlsberg Always on Social Promotions(AMJ)_Carlsberg_India,Carlsberg always on social s,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg Always-on,HU-Carlsberg-2025-01-Campaign-Social Always-on,Hungary,Carlsberg,Carlsberg Always-on_HU-Carlsberg-2025-01-Campaign-Social Always-on_Carlsberg_Hungary,Always on ,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg April'25 Social Promotion,IN-Carlsberg-2025-04-Campaign-Carlsberg April Social Post Promotion,India,Carlsberg,Carlsberg April'25 Social Promotion_IN-Carlsberg-2025-04-Campaign-Carlsberg April Social Post Promotion_Carlsberg_India,Carlsberg april'25 social,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg Campaign,KR-Carlsberg-2024-07-Campaign-Carlsberg Campaign,South Korea,Carlsberg,Carlsberg Campaign_KR-Carlsberg-2024-07-Campaign-Carlsberg Campaign_Carlsberg_South Korea,Carlsberg,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Cinema,BG-Carlsberg-2024-03-Campaign-Carlsberg Cinema Campaign,Bulgaria,Carlsberg,Carlsberg Cinema_BG-Carlsberg-2024-03-Campaign-Carlsberg Cinema Campaign_Carlsberg_Bulgaria,Carlsberg cinema,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Cinema Contest,AZ-Carlsberg-2025-04-Campaign-Carlsberg Cinema Contest,Azerbaijan,Carlsberg,Carlsberg Cinema Contest_AZ-Carlsberg-2025-04-Campaign-Carlsberg Cinema Contest_Carlsberg_Azerbaijan,Cinema Contest,Tactical,Contest,iProspect Carlsberg Global Team,,,,
Carlsberg CNY 2024,SG-Carlsberg-2024-01-Campaign-Carlsberg CNY 2024,Singapore,Carlsberg,Carlsberg CNY 2024_SG-Carlsberg-2024-01-Campaign-Carlsberg CNY 2024_Carlsberg_Singapore,Carlsberg cny 2024,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
CARLSBERG CNY 2024 CPAS CAMPAIGN,MY-CARLSBERG ECOMM-2024-01-Campaign-CARLSBERG CNY 2024 CPAS CAMPAIGN-MY04-CREC2300747,Malaysia,Carlsberg,CARLSBERG CNY 2024 CPAS CAMPAIGN_MY-CARLSBERG ECOMM-2024-01-Campaign-CARLSBERG CNY 2024 CPAS CAMPAIGN-MY04-CREC2300747_Carlsberg_Malaysia,Carlsberg cny 2024 cpas,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
CARLSBERG CNY 2025,"MY-Carlsberg-2024-2025-12-02(Dec-Feb)-Campaign-CNY(Meta, XHS, YT Proxy)- CRSB2400924",Malaysia,Carlsberg,"CARLSBERG CNY 2025_MY-Carlsberg-2024-2025-12-02(Dec-Feb)-Campaign-CNY(Meta, XHS, YT Proxy)- CRSB2400924_Carlsberg_Malaysia",Cny 2025,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
CARLSBERG CNY 2025,MY-Carlsberg-2024-2025-12-02(Dec-Feb)-Campaign-CNY(Programmatic)-CRSB2400925,Malaysia,Carlsberg,CARLSBERG CNY 2025_MY-Carlsberg-2024-2025-12-02(Dec-Feb)-Campaign-CNY(Programmatic)-CRSB2400925_Carlsberg_Malaysia,Cny 2025,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
CARLSBERG CNY 2025,MY-Carlsberg-2025-01-Campaign-CNY(CP)-MY04-CRSB2400926,Malaysia,Carlsberg,CARLSBERG CNY 2025_MY-Carlsberg-2025-01-Campaign-CNY(CP)-MY04-CRSB2400926_Carlsberg_Malaysia,Cny 2025,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Carlsberg Dam European Championship w 25-30,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Sweden,Carlsberg,Carlsberg Dam European Championship w 25-30_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg_Sweden,Dam European Championsihp,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg DBU EM,DK-Carlsberg-2024-06-Campaign-DBU EM,Denmark,Carlsberg,Carlsberg DBU EM_DK-Carlsberg-2024-06-Campaign-DBU EM_Carlsberg_Denmark,Carlsberg dbu em,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg Dec post promotion,IN-2024-12-Campaign-Carlsberg December Post Promotion,India,Carlsberg,Carlsberg Dec post promotion_IN-2024-12-Campaign-Carlsberg December Post Promotion_Carlsberg_India,Carlsberg dec post,Continuity,Always On,iProspect Carlsberg Global Team,,,,
CARLSBERG DINE OUT DEALS,MY-Ecomm. Carlsberg-2025-01-06(Jan-June)-Campaign-CARLSBERG DINE OUT DEALS(Digital)-2401009,Malaysia,Carlsberg,CARLSBERG DINE OUT DEALS_MY-Ecomm. Carlsberg-2025-01-06(Jan-June)-Campaign-CARLSBERG DINE OUT DEALS(Digital)-2401009_Carlsberg_Malaysia,Carlsberg dine out deals,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Carlsberg DOOH Feb'25,IN-carlsberg-2025-02-Campaign-CB DOOH,India,Carlsberg,Carlsberg DOOH Feb'25_IN-carlsberg-2025-02-Campaign-CB DOOH_Carlsberg_India,Carlsberg dooh feb'25,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Ecomm Apr-May Campaign,SG-Carlsberg-2025-04-Campaign-Ecomm Apr-May Campaign,Singapore,Carlsberg,Carlsberg Ecomm Apr-May Campaign_SG-Carlsberg-2025-04-Campaign-Ecomm Apr-May Campaign_Carlsberg_Singapore,Carlsberg ecomm apr may,Tactical,Promotion or Sales,iProspect Carlsberg Global Team,,,,
Carlsberg Ecomm LFC Top Spender,SG-Carlsberg-2025-06-Campaign-Carlsberg Ecomm LFC Top Spender,Singapore,Carlsberg,Carlsberg Ecomm LFC Top Spender_SG-Carlsberg-2025-06-Campaign-Carlsberg Ecomm LFC Top Spender_Carlsberg_Singapore,Ecomm LFC,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg EM bible,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Sweden,Carlsberg,Carlsberg EM bible_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg_Sweden,Dam European Championsihp,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg Equity #1,BG-Carlsberg-2024-02-Campaign-Carlsberg Equity #1,Bulgaria,Carlsberg,Carlsberg Equity #1_BG-Carlsberg-2024-02-Campaign-Carlsberg Equity #1_Carlsberg_Bulgaria,Carlsberg equity #1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Equity B1,DK-Carlsberg-2025-03-Campaign-Carlsberg Equity-B1,Denmark,Carlsberg,Carlsberg Equity B1_DK-Carlsberg-2025-03-Campaign-Carlsberg Equity-B1_Carlsberg_Denmark,Carlsberg equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Equity B2,DK-Carlsberg-2025-06-Campaign-Carlsberg Equity-B2,Denmark,Carlsberg,Carlsberg Equity B2_DK-Carlsberg-2025-06-Campaign-Carlsberg Equity-B2_Carlsberg_Denmark,Carlsberg equity b2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Equity Digital,PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Digital,Poland,Carlsberg,Carlsberg Equity Digital_PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Digital_Carlsberg_Poland,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Equity Paid Social 06-09,PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Paid Social,Poland,Carlsberg,Carlsberg Equity Paid Social 06-09_PL-Carlsberg-2025-06-Campaign-Carlsberg Equity Paid Social_Carlsberg_Poland,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Equity Wave,BG-Carlsberg-2025-05-Campaign-Carlsberg OOH waves,Bulgaria,Carlsberg,Carlsberg Equity Wave_BG-Carlsberg-2025-05-Campaign-Carlsberg OOH waves_Carlsberg_Bulgaria,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Equity YouTube 06-08,PL-Carlsberg-2025-06-Campaign-Carlsberg Equity YouTube,Poland,Carlsberg,Carlsberg Equity YouTube 06-08_PL-Carlsberg-2025-06-Campaign-Carlsberg Equity YouTube_Carlsberg_Poland,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg Fan Fest,AZ-Carlsberg-2024-05-Campaign-Carlsberg Fan Fest,Azerbaijan,Carlsberg,Carlsberg Fan Fest_AZ-Carlsberg-2024-05-Campaign-Carlsberg Fan Fest_Carlsberg_Azerbaijan,Carlsberg fan fest,Tactical,Event,iProspect Carlsberg Global Team,,,,
Carlsberg Football Phase #2 June-July Shopee CPAS Campaign,MY-CARLSBERG ECOMM-2024-06-Campaign-SUMMER FOOTBALL PHASE#2-MY04-ECOM2400404,Malaysia,Carlsberg,Carlsberg Football Phase #2 June-July Shopee CPAS Campaign_MY-CARLSBERG ECOMM-2024-06-Campaign-SUMMER FOOTBALL PHASE#2-MY04-ECOM2400404_Carlsberg_Malaysia,Carlsberg football phase #2 june july shopee cpas,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg Football Promo Campaign,SG-Carlsberg-2024-04-Campaign-Carlsberg Football Promo Campaign,Singapore,Carlsberg,Carlsberg Football Promo Campaign_SG-Carlsberg-2024-04-Campaign-Carlsberg Football Promo Campaign_Carlsberg_Singapore,Carlsberg football promo,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg Fotboll EM,SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30,Sweden,Carlsberg,Carlsberg Fotboll EM_SE-Carlsberg -2025-06-Campaign-Dam European Championship w 25-30_Carlsberg_Sweden,Dam European Championsihp,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg H1,UK-Carlsberg-2024-06-Campaign-OOH,United Kingdom,Carlsberg,Carlsberg H1_UK-Carlsberg-2024-06-Campaign-OOH_Carlsberg_United Kingdom,Carlsberg h1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
"Carlsberg Hoppy Lager 5,2%","SE-Carlsberg-2025-06-Campaign-Hoppy Lager 5,2%",Sweden,Carlsberg,"Carlsberg Hoppy Lager 5,2%_SE-Carlsberg-2025-06-Campaign-Hoppy Lager 5,2%_Carlsberg_Sweden","Carlsberg hoppy lager 5,2%",Tactical,Limited Edition,iProspect Carlsberg Global Team,,,,
Carlsberg Konkurs Za pasj_ kibiców,PL-Carlsberg -2024-06-Campaign-Paid Social Konkurs Za pasj_ kibiców,Poland,Carlsberg,Carlsberg Konkurs Za pasj_ kibiców_PL-Carlsberg -2024-06-Campaign-Paid Social Konkurs Za pasj_ kibiców_Carlsberg_Poland,Carlsberg konkurs za pasje kibiców,Tactical,Contest,iProspect Carlsberg Global Team,,,,
Carlsberg Konkurs Za pasj_ kibiców,PL-Carlsberg -2024-06-Campaign-Paid Social Konkurs Za pasj_ kibiców,Poland,Carlsberg,Carlsberg Konkurs Za pasj_ kibiców_PL-Carlsberg -2024-06-Campaign-Paid Social Konkurs Za pasj_ kibiców_Carlsberg_Poland,Carlsberg konkurs za pasje kibiców,Tactical,Contest,iProspect Carlsberg Global Team,,,,
Carlsberg Landslagsmatcher,SE-Carlsberg-2025-02-Campaign-Football National Team matches,Sweden,Carlsberg,Carlsberg Landslagsmatcher_SE-Carlsberg-2025-02-Campaign-Football National Team matches_Carlsberg_Sweden,Carlsberg landslagsmatcher,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg Letnie Brzemienie OOH,PL-Carlsberg-2025-06-Campaign-Letnie Brzmienia OOH,Poland,Carlsberg,Carlsberg Letnie Brzemienie OOH_PL-Carlsberg-2025-06-Campaign-Letnie Brzmienia OOH_Carlsberg_Poland,Summer Sounds OOH,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Carlsberg Letnie Brzmienia Paid Social 06-08,PL-Carlsberg-2025-06-Campaign-Carlsberg Letnie Brzmienia Paid Social,Poland,Carlsberg,Carlsberg Letnie Brzmienia Paid Social 06-08_PL-Carlsberg-2025-06-Campaign-Carlsberg Letnie Brzmienia Paid Social_Carlsberg_Poland,Summer Sounds Paid Social,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Carlsberg Marathon,UA-Carlsberg-2024-04-Campaign-Lviv Marathon,Ukraine,Carlsberg,Carlsberg Marathon_UA-Carlsberg-2024-04-Campaign-Lviv Marathon_Carlsberg_Ukraine,Carlsberg marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg Marathon,UA-Carlsberg-2024-04-Campaign-Marathon Kyiv,Ukraine,Carlsberg,Carlsberg Marathon_UA-Carlsberg-2024-04-Campaign-Marathon Kyiv_Carlsberg_Ukraine,Carlsberg marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg Marathon,UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon,Ukraine,Carlsberg,Carlsberg Marathon_UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon_Carlsberg_Ukraine,Carlsberg Marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg marathon Somplo,UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon,Ukraine,Carlsberg,Carlsberg marathon Somplo_UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon_Carlsberg_Ukraine,Carlsberg Marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg marathon Sompo Production,UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon,Ukraine,Carlsberg,Carlsberg marathon Sompo Production_UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon_Carlsberg_Ukraine,Carlsberg Marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg Marathone,UA-Carlsberg-2024-04-Campaign-Lviv Marathon,Ukraine,Carlsberg,Carlsberg Marathone_UA-Carlsberg-2024-04-Campaign-Lviv Marathon_Carlsberg_Ukraine,Carlsberg marathone,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg Maratnon,UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon,Ukraine,Carlsberg,Carlsberg Maratnon_UA-Carlsberg-2025-04-Campaign-Carlsberg Marathon_Carlsberg_Ukraine,Carlsberg Marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Carlsberg March'25 Social Post Promotion,IN-Carlsberg-2025-03-Campaign-Carlsberg March Social Post Promotion,India,Carlsberg,Carlsberg March'25 Social Post Promotion_IN-Carlsberg-2025-03-Campaign-Carlsberg March Social Post Promotion_Carlsberg_India,Carlsberg march'25 social post,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Carlsberg Match Support,UK-Carlsberg-2025-00-Campaign-Implementation 1,United Kingdom,Carlsberg,Carlsberg Match Support_UK-Carlsberg-2025-00-Campaign-Implementation 1_Carlsberg_United Kingdom,Carlsberg Football Match support,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Carlsberg May-June 24 Adsmart,UK-Carlsberg-2024-05-Campaign-SkyAdSmart,United Kingdom,Carlsberg,Carlsberg May-June 24 Adsmart_UK-Carlsberg-2024-05-Campaign-SkyAdSmart_Carlsberg_United Kingdom,Carlsberg may june 24 adsmart,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Carlsberg May24 TV,UK-Carlsberg-2024-05-Campaign-TV,United Kingdom,Carlsberg,Carlsberg May24 TV_UK-Carlsberg-2024-05-Campaign-TV_Carlsberg_United Kingdom,Carlsberg may24 tv,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Carlsberg Meta Cinema Contest,AZ-Carlsberg-2025-02-Campaign-Carlsberg Meta Cinema Contest,Azerbaijan,Carlsberg,Carlsberg Meta Cinema Contest_AZ-Carlsberg-2025-02-Campaign-Carlsberg Meta Cinema Contest_Carlsberg_Azerbaijan,Meta Cinema Contest,Tactical,Contest,iProspect Carlsberg Global Team,,,,
Carlsberg Music,KH-Carlsberg-2024-04-Campaign-Carlsberg Music,Cambodia,Carlsberg,Carlsberg Music_KH-Carlsberg-2024-04-Campaign-Carlsberg Music_Carlsberg_Cambodia,Carlsberg music,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Carlsberg NCP - EURO campaign,BG-Carlsberg-2024-05-Campaign-Carlsberg EURO NCP,Bulgaria,Carlsberg,Carlsberg NCP - EURO campaign_BG-Carlsberg-2024-05-Campaign-Carlsberg EURO NCP_Carlsberg_Bulgaria,Carlsberg ncp euro,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Carlsberg NCP Wave,BG-Carlsberg-2025-05-Campaign-Carlsberg OOH waves,Bulgaria,Carlsberg,Carlsberg NCP Wave_BG-Carlsberg-2025-05-Campaign-Carlsberg OOH waves_Carlsberg_Bulgaria,NCP,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
